,hash,message,time,buggy
2199,d70e051,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14307 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-09 10:00:15,0.0
2200,cb30440,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14308 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-10 20:05:50,0.0
2201,4d298cc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14309 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-10 20:18:05,0.0
2202,f8d5488,Ensure all library functions capture exceptions,2016-09-10 21:03:38,0.0
2203,e96a8a4,ignore generated files in html folder,2016-09-10 21:15:44,0.0
2204,a64eb33,update docs for pair style gauss/cut to document optional per pair cutoff,2016-09-11 14:48:37,0.0
2205,e53862c,Make exceptions control flow and functions optional,2016-09-11 14:55:13,0.0
2206,b698f38,corrections for pair style lj/sf/dipole/sf and its /omp variant,2016-09-11 18:46:06,0.0
2207,555a027,make certain  that -log() doesn't overflow and assign a suitable maximum number instead.,2016-09-11 19:28:56,0.0
2208,14bed44,reduce global name space pollution in pair style meam,2016-09-13 09:36:48,0.0
2209,be1cf40,Allow detection of MPI_Abort condition in library call,2016-09-11 19:34:04,0.0
2210,e11bfcf,Merge pull request #31 from akohlmey/doc-cleanups-and-updates,2016-09-11 20:09:25,0.0
2211,80f94c7,Merge pull request #33 from rbberger/pylammps_additions,2016-09-11 20:09:46,0.0
2212,c3de3c1,Merge pull request #34 from rbberger/make_py_fixes,2016-09-11 23:01:16,0.0
2213,4c399fc,Merge pull request #35 from akohlmey/lj_sf_dipole_sf_correction,2016-09-12 12:23:53,0.0
2214,f6efde3,Merge pull request #36 from akohlmey/small_bugfixes_and_cleanups,2016-09-12 13:37:08,0.0
2215,54d5a14,Merge remote-tracking branch 'akohlmey/integration' into library_interface_abort,2016-09-12 14:48:47,0.0
2216,546582e,consolidate ignoring python bytecompiled cache files,2016-09-12 17:43:47,0.0
2217,b76a42d,whitespace cleanup,2016-09-12 19:57:37,0.0
2218,18cacb8,Merge pull request #38 from akohlmey/consolidate-pycache,2016-09-13 09:36:19,0.0
2219,5cdc48d,Merge pull request #39 from akohlmey/small-bugfixes,2016-09-14 16:15:09,0.0
2220,cddc1db,"demote OMP_NUM_THREAD ""warning"" to ""message"" in the hope to be less confusing for inexperienced users",2016-09-14 19:21:52,0.0
2221,15c3a77,remove debug code,12/9/2015 17:09,0.0
2222,319b160,sync with GH,2016-09-14 19:26:03,0.0
2223,b27179b,Simplify MPI abort code path  make C++ exceptions optional,2016-09-21 07:27:37,0.0
2224,b321721,Merge remote-tracking branch 'akohlmey/integration' into library_interface_abort,2016-09-21 20:54:20,0.0
2225,c10aa55,allow to override PairEAM::extract(),2016-09-22 09:19:45,0.0
2226,c6cebe6,we should scale energies as well as forces,2016-09-22 22:26:17,0.0
2227,e18941e,remvoing doc/html,2016-09-22 23:41:53,0.0
2228,3785249,new dump_modify refresh and compute displace/atom refresh commands for incremental dump files,2016-09-22 23:52:52,0.0
2229,065d35e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@12574 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-22 23:53:19,0.0
2230,3d5f5bf,new option *add keep* added to read_dump,2016-09-23 10:25:10,0.0
2231,6f4b726,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14956 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-23 14:52:45,0.0
2232,d730cda,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14945 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-23 14:54:43,0.0
2233,fc031c3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14946 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-23 14:56:04,0.0
2234,c00cd61,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14947 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-23 14:57:23,0.0
2235,4363318,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14948 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-27 15:08:34,0.0
2236,4363318,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14949 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-27 15:08:34,0.0
2237,3570521,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14950 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-27 15:34:08,0.0
2238,3570521,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14951 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-27 15:34:08,0.0
2239,446e7e7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14952 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-28 16:33:30,0.0
2240,1898254,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14953 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-28 22:32:14,0.0
2241,1898254,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14954 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-28 22:32:14,0.0
2242,3e8e291,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14955 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-10-11 12:42:08,0.0
2243,58141e0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14957 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-10-19 08:41:44,0.0
2244,2634468,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@11698 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-10-19 10:42:02,0.0
2245,2634468,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14958 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-10-19 10:42:02,0.0
2246,d24d85d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14959 f3b2605a-c512-4ea7-a41b-209d697bcdaa,12/9/2015 0:27,0.0
2247,1860c2d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14960 f3b2605a-c512-4ea7-a41b-209d697bcdaa,12/9/2015 15:41,0.0
2248,a473a42,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14961 f3b2605a-c512-4ea7-a41b-209d697bcdaa,12/9/2015 16:59,0.0
2249,c78f244,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14962 f3b2605a-c512-4ea7-a41b-209d697bcdaa,12/9/2015 17:05,0.0
2250,90ff54c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14963 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 19:09:33,0.0
2251,9bedb8a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14964 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 18:54:51,0.0
2252,0d7e4f1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14965 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 18:51:50,0.0
2253,719d7c6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14966 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-16 18:52:59,0.0
2254,e9e9790,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14967 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-15 09:25:37,0.0
2255,400ef87,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14968 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-15 14:55:32,0.0
2256,4149413,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14944 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-15 16:32:41,0.0
2257,76d876f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14943 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-15 22:11:58,0.0
2258,72ce8ff,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14938 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-16 10:05:53,0.0
2259,ca558f6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14937 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-16 13:18:17,0.0
2260,e4bd637,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14911 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-16 13:19:05,0.0
2261,60dfdbc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14912 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-16 13:19:23,0.0
2262,d17421e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14913 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-16 13:19:39,0.0
2263,8db7ef4,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14914 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-16 18:46:43,0.0
2264,aa9fe38,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14915 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-17 09:50:49,0.0
2265,2591776,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14916 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 16:47:04,0.0
2266,5d89493,Updating kokkos lib,2016-09-20 08:49:38,0.0
2267,7dc8746,Updating kokkos lib,2016-09-20 08:51:42,0.0
2268,849ff25,Adding signal handler to Kokkos package,2016-09-20 08:57:04,0.0
2269,7bb880f,Reverting back to old kokkos view,2016-09-20 09:05:39,0.0
2270,5583030,Collapsing kokkos half and half/thread neighbor lists,2016-09-20 14:52:43,0.0
2271,5583030,Collapsing kokkos half and half/thread neighbor lists,2016-09-20 14:52:43,0.0
2272,f4263e3,Reverting accidental changes,2016-09-20 16:16:36,0.0
2273,04eadb6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14926 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 16:41:36,0.0
2274,c6ee506,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14927 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 16:45:30,0.0
2275,281ace3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14928 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 16:46:05,0.0
2276,9ef748b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14929 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-09-20 16:46:59,0.0
2277,2aef3a0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14930 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018-03-27 14:37:04,0.0
2278,9705739,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14931 f3b2605a-c512-4ea7-a41b-209d697bcdaa,9/30/2014 22:53,0.0
2279,e8b8428,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14932 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2018-03-27 10:08:58,0.0
2280,5bc5c6b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14933 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:52:34,0.0
2281,35badaa,Enabling new kokkos view,2016-05-09T16:53:20,0.0
2282,a8ff213,Enabling new kokkos view,2016-05-09T16:53:54,0.0
2283,bc3c6d7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14969 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T16:56:09,0.0
2284,055b203,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14970 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T16:56:43,0.0
2285,d3e9615,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14971 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:03:51,0.0
2286,1cf54d0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14999 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:22:38,0.0
2287,ebf04bd,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15017 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:33:12,0.0
2288,61af3de,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15019 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:35:17,0.0
2289,482d389,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15020 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:35:59,0.0
2290,5c3bc9e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15021 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:52:15,0.0
2291,e4081d2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15023 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T17:52:26,0.0
2292,5b2d4fe,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15024 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T19:31:29,0.0
2293,0aae09b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15025 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2014-04-04 16:32:17,0.0
2294,27dfeee,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15026 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T19:31:53,0.0
2295,3761006.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15027 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T19:44:17,0.0
2296,e03b050,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15028 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T19:49:32,0.0
2297,1d3f94f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15029 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T19:50:19,0.0
2298,b611b8e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15030 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T19:55:49,0.0
2299,a06ff7f,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15031 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T19:57:18,0.0
2300,d3d29d3,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15032 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T20:07:39,0.0
2301,baa39ad,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15033 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T20:08:38,0.0
2302,8d18bc0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15034 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T20:13:19,0.0
2303,7376b33,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15035 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T20:14:31,0.0
2304,61c8946,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15036 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T20:18:18,0.0
2305,b58cc3e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15038 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T16:51:41,0.0
2306,f298c34,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15039 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T16:50:38,0.0
2307,bf3187d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15040 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-06T14:20:38,0.0
2308,7829620.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15041 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-04T14:05:06,0.0
2309,9970992.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15042 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-04-30T18:07:04,0.0
2310,6ff2012,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@15016 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-04-30T18:07:40,0.0
2311,114742b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14998 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-04-30T18:08:26,0.0
2312,b29c07b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14972 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-04-30T18:10:54,0.0
2313,e41fe1c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14997 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-04-30T18:13:29,0.0
2314,c5d0c55,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14973 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-04-30T18:14:25,0.0
2315,0a1b765,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14974 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-02T22:06:50,0.0
2316,fda492e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14975 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-02T22:10:37,0.0
2317,c5c293d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14976 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-02T23:01:37,0.0
2318,33ce33c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14977 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-02T23:40:38,0.0
2319,ed75c87,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14978 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T14:36:02,0.0
2320,1af05e8,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14979 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T14:36:31,0.0
2321,ee668fc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14980 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T15:39:35,0.0
2322,bccca1c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14981 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:01:16,0.0
2323,98877f7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14982 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:11:25,0.0
2324,91447ed,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14983 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:11:34,0.0
2325,7142393.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14984 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:18:30,0.0
2326,8da3064,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14985 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:20:44,0.0
2327,58dd900,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14986 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:21:05,0.0
2328,3b03474,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14987 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:22:36,0.0
2329,955c8d9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14988 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:23:31,0.0
2330,c696881,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14989 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:23:57,0.0
2331,48d65b7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14990 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-03T16:24:08,0.0
2332,04177fc,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14991 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T20:19:49,0.0
2333,7baaf2d,added escape to special character,2016-05-09T20:20:41,0.0
2334,410c743,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14994 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T21:11:20,0.0
2335,b78a359,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14995 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T20:08:59,0.0
2336,8c83504,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14996 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T21:42:31,0.0
2337,5253f2a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14910 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T22:26:37,0.0
2338,1463cb2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14909 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T22:39:37,0.0
2339,59e44bf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14906 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T22:42:15,0.0
2340,e2790b1,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14809 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T23:06:57,0.0
2341,c0d0b75,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14811 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T23:09:22,0.0
2342,6e5353e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14812 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:25:03,0.0
2343,21f3a83,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14813 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:25:39,0.0
2344,451593b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14814 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:26:11,0.0
2345,4201f77,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14816 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:27:35,0.0
2346,51884d5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14817 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:34:01,0.0
2347,3e4b83a,Added a script to calculate elastic compliance tensor,2016-05-11T20:34:40,0.0
2348,8caee4c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14822 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:36:18,0.0
2349,757c325,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14823 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:36:56,0.0
2350,64b58c7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14824 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:37:23,0.0
2351,b0eea89,Adding set method in pair for Kokkos,2016-05-11T20:38:08,0.0
2352,f7637bf,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14828 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:44:08,0.0
2353,37ede68,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14829 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-11T20:44:46,0.0
2354,dfb0f52,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14830 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-12T13:52:42,0.0
2355,c3a95c7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14831 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-12T13:53:40,0.0
2356,212f64d,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14832 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-12T13:54:17,0.0
2357,9653976.0,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14833 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-12T13:58:19,0.0
2358,b013a40,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14834 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-12T14:02:27,0.0
2359,a6d4586,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14835 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T21:41:51,0.0
2360,f12fdf7,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14836 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T20:08:22,0.0
2361,69ffae6,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14837 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T21:12:06,0.0
2362,532b5e9,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14838 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T20:05:38,0.0
2363,a7cab80,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14840 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T21:18:02,0.0
2364,3759b7e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14810 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T21:24:22,0.0
2365,f35fdb2,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14808 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T21:42:26,0.0
2366,551feff,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14842 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T22:05:30,0.0
2367,eca8541,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14807 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T22:05:44,0.0
2368,ba24c07,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14774 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T22:06:50,0.0
2369,43b2e3e,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14775 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-09T23:31:53,0.0
2370,afb7a2a,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14776 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T14:00:33,0.0
2371,c2f479c,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14777 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T14:05:06,0.0
2372,2d4910b,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14778 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T14:07:05,0.0
2373,03cb787,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14779 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T14:39:05,0.0
2374,df885d5,git-svn-id: svn://svn.icms.temple.edu/lammps-ro/trunk@14780 f3b2605a-c512-4ea7-a41b-209d697bcdaa,2016-05-10T14:49:23,0.0
