,hash,message,time,buggy
1961,8c54786,More Mesh refactoring - node  element storage details pushed out into SerialMesh and ParallelMesh,2007-10-01T23:13:22,0
1962,59914bf,Unit test framework for FE types,2016-10-19 15:53:18,0
1963,efe8612,Only constrain active elements - trying to constrain ancestors is unnecessary and trying to constrain subactives is a bug.,2006-11-09 15:12:49,0
1964,fb701dc,fixed warnings of uninitialized variables,2003-09-13T21:32:36,0
1965,4995624.0,Commenting out overzealous asserts - non-processor-0 nodes are going to want to read and write zipped files in the parallel i/o cases.,2011-07-08T04:15:48,0
1966,0b67a69,Commenting out overzealous asserts - non-processor-0 nodes are going to want to read and write zipped files in the parallel i/o cases.,2011-07-13T19:31:18,0
1967,4c71abf,Weakened overzealous assert() statements,2005-06-08 15:07:52,0
1968,fe96c80,Cut-n-paste typos fixed,2013-01-24T14:19:52,0
1969,6ee5ecb,The Make dependency for the example files was using a question mark for matching the numbers.  Unfortunately  the question mark only matches a single character which does not match 10  11  12... I changed it to use a star instead.  This is really a minor fix.,2003-11-11T17:54:09,0
1970,797d917,made Partitioner::set_node_processor_ids() a public & static member.  This allows a partitioning to be read from file and the node processor ids can get fixed without building a partitioner.,2007-12-10 18:28:43,0
1971,d4e22e1,Fixed some minor indentation issues.,2011-08-04T16:56:27,0
1972,6cd8fd6,Fixed Order documentation,2006-02-23 21:38:50,0
1973,c2e2c8a,Fixed shell coloring for Mac systems  may have been using a linux-specific syntax before?,2011-03-07T16:55:20,0
1974,6f43ea7,fixed documentation to reflect new compilers,2005-09-30 20:00:38,0
1975,0a5e484,Fixed comment in ex23,2011-06-20T13:21:12,0
1976,7cc32f4,fixed warnings in tetgen so that we can use the libMesh CXXFLAGS for compilation,2005-07-18 15:42:05,0
1977,dd430a0,Updated comment  fixed spelling errors,2006-03-22 19:08:26,0
1978,04e33a8,fixed some warnings on cxx,2003-05-15T23:57:02,0
1979,79a0d69,Fixed misleading/typoed comment,2008-01-24 22:12:21,0
1980,8f45c53,refactored the parmetis partitioner to work on parallel meshes.  The assigning of parents to subdomains needs to be fixed still for the case of parallel meshes.  metis is still the default partitioner when mesh.is_serial()  otherwise parmetis is called.,2008-02-27 18:39:36,0
1981,c789093,fixed up header comment in transient examples,2012-04-07T19:44:35,0
1982,31907c8,change the Laspack interface to call the solvers with a 0 initial guess.  this is necessary in the case of exampe 13 to keep the solver from exiting in 0 iterations.  WHY??  This should be fixed...  I have looked at the code but do not see an obvious problem...,2004-03-10 07:11:27,0
1983,ecfe41f,Fixed inaccurate comment  added utility functions,2006-09-19 02:28:51,0
1984,7722d2f,added EquationSystems::additional_data stuff  fixed ex4 documentation  cleaned up the systems,2003-05-07T20:47:15,0
1985,1.2e+18,Fixed typos when !LIBMESH_HAVE_BOOST..,2011-05-17T14:52:29,0
1986,8ff40a2,Fixed incorrectly pasted comment,2005-08-24 15:42:18,0
1987,2d9c6c1,Trivial: Fixed indentation,2006-07-11 21:21:04,0
1988,3d1bd28,fixed comments in reduced_basis_ex6,2012-07-14T04:22:22,0
1989,0b652ac,Fixed errant whitespace,2013-08-08T21:03:14,0
1990,084970a,Fixed makefile.,2005-08-18 15:56:17,0
1991,d48dcb1,stylesheet fixed,2003-02-21T22:57:46,0
1992,cefd4e1,Fixed misspellings,2006-03-22 19:26:33,0
1993,a73820a,Avoid compile bug with --disable-amr and warning with --disable-mpi,2007-10-31T21:29:45,0
1994,0cf319f,I just ran into an application bug where point_value() was being called on an element which didn't contain the point.  It would be nice if such bugs were runtime errors (at least in debug/devel modes) rather than harder-to-catch numerical errors.,2012-05-04T22:27:17,0
1995,8ff3d72,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,2007-08-03T20:39:11,0
1996,4da5ec8,increased granularity of performance logging  fixed a bug in DofMap::add_neighbors_to_send_list() which caused the _send_list to become excessively large.  Further  this slowed the DofMap::sort_send_list() method considerably.,2007-08-03T20:10:52,0
1997,ccdc1ad,Update NEWS file to include latest bug fixes.,2017-04-28T14:08:27,0
1998,9de6a3c,Add an output  to exercise postprocess() and point_value().  Should have done this earlier.  Thanks to Vikram for catching that point_value() bug I just fixed.,2012-03-28T21:55:12,0
1999,1dccf5c,The TRI3 numbering bug affects both Cubit 14 and 15.,11/12/2015 14:35,0
2000,956b538,copy and paste bug  changed triangle to tetgen.,2005-05-14 17:14:18,0
2001,927e0a8,The people responsible for sacking the previous bug have just been sacked.,2007-02-07 00:11:05,0
2002,ee637d6,Disable adaptive coarsening examples when --enable-parmesh is on until that bug is fixed,2011-03-31T21:04:09,0
2003,3fe2702,weird query-replace syntax bug?,2008-07-22 23:44:32,0
2004,858a7e1,Even non-node-constraints code needs a mesh here now,2012-10-27T15:58:07,0
2005,ccea24d,The _elements and _nodes std::vectors have been moved from MeshBase to Mesh at long last.  There are still several lingering design issues which will have to be addressed when additional Mesh subclasses are actually created.  MeshBase now contains a great deal of pure virtual functions which have to be reimplemented in derived classes.  I am certain not all of them will make sense for every subclass  so we will probably end up with another level of abstraction like UnstructuredMesh and then the actual Mesh class.  For now some additional clean-up is probably required  but the examples are running correctly.  I haven't compiled with enable-everything  but if you find something I will try to fix it.,2005-05-09 20:38:42,0
2006,046e30a,Apply adjoint constraints when appropriate,2013-10-10T15:58:18,0
2007,869d5ac,Add mesh elements in DofObject ID order  to avoid later bugs (e.g. when reading complex solutions),2007-02-08 13:49:02,0
2008,544b707,Not sure how to get the --enable-complex ARefEE case just right without making the real-valued case much more expensive.  So let's just make sure --enable-complex still compiles  for now.,2012-10-25T22:25:32,0
2009,a9b212c,Use the Side<> class as a proxy when building element sides.  This eliminates the need for allocating and deallocating connectivity storage arrays when building sides  thus making the Elem::build_side() member more efficient.  Note that this has not been implemented yet in the case of infinite elements  however it would be easy to add.  Assuming there are many more interior elements than infinite elements there is also probably little performance impact.,2005-01-28 19:14:18,0
2010,43f1d0d,Use new Packing API with Elem* and Node* types,2015-12-09T14:39:43,0
2011,353c3c1,send_receive() in --disable-mpi case,2007-11-06T16:38:56,0
2012,d1ef875,Enable periodic boundary constraints  bug fixes to periodic boundary constraints  silent weeping that periodic boundary constraints are still buggy,2007-05-31 20:01:11,0
2013,ae8a7bc,rbOOmit change: if --enable-complex  write out truth solution using GMV instead of exodus since exodus doesn't work with --enable-complex at the moment.,2013-08-30T12:25:52,0
2014,9425cc7,reworked the user interface for building infinite elements and moved the build_inf_elem() methods to mesh_base_modification.C,2003-08-17T11:39:10,0
2015,421261b,Fix capitalization typo from the m4 refactoring,2012-07-05T17:07:58,0
2016,177fccb,"- John's bugfix for xlC was also the cure for HP-UX.  Thanks a lot  John! - fixed minor complaints about the ""this->"" issue",2003-07-23T21:49:05,0
2017,395bdb5,Even with out-of-mesh mode disabled  there are cases where a PointLocator will be given an out-of-local-mesh point on a ParallelMesh.  We can't error out on such cases  any assertions will have to be done at a higher level (asserting that the locator doesn't return NULL).,2012-03-29T22:56:42,0
2018,da95a29,serial ParallelMesh compatibility,2007-11-10T06:53:46,0
2019,76404c3,Disable constraints when configured to,2013-08-09T15:40:35,0
2020,392306f,Added missing scalar * vector/tensor operators  tensor*tensor->scalar contraction function  made tensor a friend class to fix tensor*vector->vector multiplication,2005-01-19 15:18:35,0
2021,3700fac,Tried to remove a lot of unnecessary header files. For some reason math.h was included in many places but as far as I can tell you only need it for sqrt  fabs  and maybe pow.  If that is not the case  I can fix it.  Also started commenting the reason for inclusion of standard header files  e.g. #include <algorithm> // for std::sort and the like.  Not including C++ header files speeds up compilation times a bit.,2004-03-24 05:49:12,0
2022,b3adbe9,Relying on GNU Make to auto-regenerate .depend based on its include line seems to work better than putting it in .PHONY  this seems to fix the problem where Make would update .depend every time but would use the pre-updated version.,2011-06-09T17:36:00,0
2023,56d6720,Added neighbor norm calculations to verify_jacobians. Also added code to constrain neighbor residuals and jacobians (this code may be incorrect  it definitely needs to be double-checked). It appears that the numeric jacobian is not calculation elem-neighbor cross terms. Need to fix this.,2011-07-21T20:05:35,0
2024,c5c3ceb,Fix warning generated while trying to ignore warnings.,12/16/2015 15:16,0
2025,037d8c2,Fix warning generated while trying to ignore warnings.,2015-12-16T15:16:36,0
2026,7fe245f,Fix new unused-variable warnings in contrib.,2017-01-25T10:32:13,0
2027,45d85ee,Fix unused variable warnings in examples.,2016-07-19 14:52:10,0
2028,3e861fd,Fix more unused variable warnings in examples.,2016-07-20 08:45:06,0
2029,955da8c,Fix unused variable warnings.,2016-07-19 10:02:48,0
2030,ef95619,Fix unused variable warnings in ElemCutter.,2016-07-19 15:15:16,0
2031,b7f2885,Fix unused variable warnings,2012-09-12T19:18:18,0
2032,974c06b,Fix unused variable warnings,2012-02-24T19:24:19,0
2033,e712ee3,Fix unused variable warnings,2015-12-09T15:07:42,0
2034,3728608.0,Typo fix for previous commit,2013-01-31T11:53:09,0
2035,853388.0,Fix typo from previous commit,2013-01-31T15:07:00,0
2036,6827afd,Use libmesh_norm(x) instead of x*x/std::norm(x) more widely Make NumericVector<T>::dot(v) have return type T Attempt to fix DistributedVector<std::complex<T> >::min/max,2008-01-23 20:21:47,0
2037,0805fbb,PGI fix - really  <cstdlib> needed before <cmath> - http://mailman.ucar.edu/pipermail/met_help/2012-July/001824.html,2012-10-30T01:41:25,0
2038,22ddb1b,PGI fix - really  <cstdlib> needed before <cmath> - http://mailman.ucar.edu/pipermail/met_help/2012-July/001824.html,2012-10-30T01:41:04,0
2039,d6aa0c2,Adding extra content div's in the header and footer seems to fix the Classes/Namespaces/Files pages and not hurt anything else too bad.,2011-08-25T22:59:13,0
2040,2a90200,Parallel flag consistency may need to come first (to avoid false positives from outdated ghost element flags) and last (to fix any inconsistency generated by previous flag smoothing operations),2007-11-12T04:24:19,0
2041,77f143e,Merge pull request #146 from robert-we/vtksmartpointer-fix,2013-09-26T07:25:43,0
2042,3c40c65,removed manual margin sizes to fix ugly page formatting in xda_format.pdf,2012-05-30T17:25:08,0
2043,f867055,Request still needed a copy constructor and some more cleanup() work to fix STL compatibility and memory leaks when using post_wait_work,2012-07-03T21:49:26,0
2044,55b27fc,Don't run ex12 in parallel  MeshData objects don't get set correctly from a parallel Mesh::read().  We should probably fix that someday.,2007-10-23T18:08:04,0
2045,704ebfb,Bugfix for commented out lines  lines with parameter prefixes,2008-06-04 22:51:55,0
2046,d028b48,Fix minor spacing/formatting issues.,11/30/2015 16:38,0
2047,cb0111b,some minor mod's to NewmarkSystem  and a fix.  matrices were assembled twice...,2003-08-16T17:33:49,0
2048,516a99c,added \usepackage{fullpage} to fix ugly page formatting in xda_format.pdf,2012-05-30T17:22:06,0
2049,01c2ada,"Fix Clang warning about ""comparison of integers of different signs"" in assert.",11/24/2014 10:23,0
2050,72c8d8a,Fix warning that only shows up in dbg mode with --enable-complex.,2017-02-17T16:06:50,0
2051,753bb83,"Fix ""maybe uninitialized"" warning from GCC 5.3.0.",2016-11-14 11:08:02,0
2052,d1d44a7,Added a forward declaration and some strange syntax to fix up template member friend function.,2004-10-20 00:33:06,0
2053,fe105ad,Fix documentation typos and wording in include/geom.,2017-01-12T08:21:42,0
2054,d0fac29,Fix documentation typos and wording in include/quadrature.,2017-01-12T11:27:10,0
2055,20a8690,Update NEWS file for 1.2.1 bugfix release.,2017-07-25T08:40:16,0
2056,5fb00de,misc_ex2: Update/fix typos in documentation.,2017-02-16T15:18:27,0
2057,cde879c,Add non-specialized versions of Communicator::receive to main header  fix implementations for --disable-mpi,2012-11-05T19:30:21,0
2058,642b0e2,Better options for printing constraints  bugfix and handle more corner cases for communicating constraints on a distributed mesh.,2012-10-26T18:33:58,0
2059,7869db1,"Reverting proper const iterators until I figure out how to fix that ""returning reference to temporary"" problem.",2012-06-22T09:55:20,0
2060,7fabc7a,make sure Singleton::create() works properly  temporary fix if not to help debugging...,2013-04-03T08:30:27,0
2061,e3c6fbc,Fix warnings about overloaded virtual functions and hiding.,2016-05-05 15:00:24,0
2062,0dba399,Comments  bugfix for unrefined islands tests,2008-06-16 19:28:54,0
2063,9cf2ec3,Fix compiler warnings and potential memory leaks,2012-08-01T03:42:27,0
2064,1503784.0,Deprecate skip_renumbering arguments  but fix their behavior so they'll work as expected until after we remove them.,2012-10-25T22:52:10,0
2065,d057c32,Delete trailing whitespace  fix formatting.,2016-09-06 16:16:50,0
2066,2d1f7f2,Create a tag for libmesh-0.6.2 - bugfix on top of 0.6.1.,2007-11-23T15:15:20,0
2067,6b7786a,Added header to fix complaints about undefined ostream,2007-11-19T17:27:12,0
2068,a3341f0,Merge pull request #1189 from pbauman/vtk-header-fix,2016-12-12T16:14:05,0
2069,e998a49,Fix unused variable warning in fe_map.C,2011-05-12T22:00:16,0
2070,752fa58,Fix unused variable warning.,2016-10-24 09:52:34,0
2071,58047ab,Fix unused variable warning in DEBUG mode.,2011-06-16T14:21:34,0
2072,27c7327,Fix non-initialized variable warning.,2007-02-09 22:27:20,0
2073,9dd3d3c,Revert new METIS neighbor code until we can fix it,2017-03-20T16:53:01,0
2074,64ad187,Merge pull request #1007 from pbauman/fix-typevec-docs,2016-06-22 08:46:35,0
2075,ed6d368,Merge pull request #149 from robert-we/vtksmartpointer-fix,2013-09-27T07:35:33,0
2076,ce1d9dd,Merge pull request #1132 from rwcarlsen/fix-op-eq,2016-10-24T14:54:21,0
2077,c3cb34d,massive comment-only fix for copyright consistency,2013-02-03T09:22:35,0
2078,8680235,Minor fix in cut-n-pasted comment,2008-02-04 21:42:58,0
2079,25d4205,Minor fix in cut-n-pasted comment,2008-02-04 21:43:22,0
2080,ac6c6d9,Fix spacing/indentation in splitter app.,2016-11-16T10:14:54,0
2081,0b50940,Attempted fix for unknown compilers with questionable multimap support,2007-06-06T15:38:04,0
2082,f781f23,Fix related type mismatch in fem_system_ex3.,2016-06-22 08:28:59,0
2083,093dc2d,Tagging 0.7.0.4 release with Hex AMR boundary id fix,2011-02-03T19:54:08,0
2084,a06e5b7,Fix deprecated use of Point::size() in examples.,2016-09-12 10:43:17,0
2085,c3958bf,Fix documentation for TypeVector::operator==,2016-06-22 08:32:21,0
2086,2faea96,forgot to add .depend and fix .cvsignore... here it is.  -),2003-04-09 19:29:24,0
2087,977829a,Fix unused variable warning in ParsedFEMFunction,2016-11-28T16:59:08,0
2088,fd59143,Fix unused variable warning,2012-03-26T22:39:33,0
2089,fa76da7,Fix unused variable warning.,2016-02-04T00:52:42,0
2090,e0d761f,"Fix ""maybe uninitialized"" warning from GCC 5.3.0.",2016-11-14T11:08:02,0
2091,e448334,Fix up warning  make mesh numbering contiguous if we have to.,2012-10-31T18:48:28,0
2092,286862f,Fix deprecation warning in unit tests.,1/14/16 10:36,0
2093,52f192d,Commit the *rest* of the old-VTK-compatibility fix,2013-01-25T11:45:04,0
2094,c6e16ca,copyright info  fix for barebones build,2013-02-03T08:54:14,0
2095,3416ef8,Fix some documentation/formatting typos.,12/16/2015 14:25,0
2096,ee90d5c,Fix multiple statements on single line.,2016-05-25 08:33:07,0
2097,981b255,Fix spacing/indentation issues.,2016-10-26T09:15:04,0
2098,110f73a,Fix some spacing and indentation issues.,2016-10-11 08:22:53,0
2099,eb838fd,comment until I fix configure test,2012-08-10T23:38:41,0
2100,002c04e,Fix some compiler warnings with older PETSc,2013-01-24T13:52:58,0
2101,9b587e3,Fix assorted clang warnings,2013-04-10T14:36:42,0
2102,6f9f1f2,Fix remaining C-style comments.,2016-10-26T11:10:34,0
2103,ba77ca7,Fix 'should better' usage in docs.,2016-10-06 11:37:35,0
2104,04521f2,Fix for older app Makefiles,2013-05-01T14:04:54,0
2105,982c93b,Fix outdated szabab comment,2013-12-19T13:10:46,0
2106,e7a546f,Fix make variable namespace,2007-10-03T21:09:43,0
2107,f35a4ce,Fix initialization order warning.,2016-10-24 09:49:35,0
2108,4a10414,Fix constructor order warning,2011-10-24T13:55:07,0
2109,8752d51,syntax fix for when MPI is not present,2007-07-06T00:55:26,0
2110,00a3aaf,oops  forgot to check this fix in!,2005-03-08 15:06:13,0
2111,6965656.0,Fix error message formatting,2011-04-24T04:46:25,0
2112,b280f3c,Fix missing header includes,2011-11-10T20:25:48,0
2113,dd62111,Fix new examples for --enable-complex,2011-02-03T22:26:48,0
2114,eb13038,Fix signed/unsigned warning in debug mode.,2013-06-03T08:52:05,0
2115,27e4b01,Fix for/if statement spacing.,2016-11-16T13:40:14,0
2116,ea5c523,Problem description and proposed fix,2014-02-13T12:59:43,0
2117,b43536a,Fix -Winconsistent-missing-override warning.,2017-04-18T14:36:27,0
2118,046ce61,Fix up minor formatting issues.,2013-10-11T09:35:01,0
2119,9cf1512,Fix trailing/other whitespace issues.,2016-10-24 09:26:00,0
2120,7fecf64,Fix doxygen warnings.,12/13/2015 14:25,0
2121,f3103cd,Fix warnings when !LIBMESH_HAVE_EXODUS_API.,11/1/2015 12:58,0
2122,0dbdc8c,Fix operator typo,2012-10-16T21:37:44,0
2123,02fc3ba,Fix typo in comment,2013-09-05T14:33:32,0
2124,e7a5826,Fix typo in comment,2011-05-24T16:49:57,0
2125,9e3ed99,Minor typo fix,2006-04-05 16:18:40,0
2126,380155d,Index typo fix,2013-11-13T16:50:45,0
2127,488543c,Fix typo in example,2016-07-14 20:05:03,0
2128,ffff351,Typo fix in USE_COMPLEX_NUMBERS case,2008-02-26 14:25:46,0
2129,23984c2,Fix anachronistic example name in message,2013-01-28T11:43:21,0
2130,4a7a3ae,Fix warning about signed/unsigned comparison.,2011-07-13T19:27:15,0
2131,bec60a6,Fix warning about signed/unsigned comparison.,2011-06-23T16:50:59,0
2132,bc4c975,Fix some doxygen comment mistakes,2013-04-04T19:45:54,0
2133,9a7476e,Fix out of date comment,2008-04-14 03:05:20,0
2134,c2c66ce,Fix incorrect quotes,2012-04-04T03:27:44,0
2135,d67dd32,Fix indentation on Doxygen mainpage.,12/13/2015 21:05,0
2136,63120d0,Fix bibtex warnings.,2013-08-20T09:13:09,0
2137,1e4cd29,Fix trailing whitespace.,2016-09-26 09:00:48,0
2138,3e47106,Tagging a 0.7.0.1 release with that last bug fix...,2010-10-31T16:57:12,0
2139,822ddbc,Fix for error message,2011-03-24T18:00:34,0
2140,69d9f0e,Fix gcc warning,2006-04-18 17:14:39,0
2141,3a43edf,Fix for -Wshadow warning,2013-05-21T11:02:22,0
2142,9b8ca55,fix newline warning,2011-04-08T13:22:07,0
2143,a3755b7,Fix some spacing issues.,2016-10-06 11:21:53,0
2144,9f9b402,Fix spacing issues.,2016-06-03 09:21:03,0
2145,8d2016f,Fix missing whitespace,2012-02-07T23:21:37,0
2146,f2d670d,Fix funky comment from last commit,2013-01-28T19:01:33,0
2147,5da524d,Fix some compiler warnings,2012-01-03T22:32:55,0
2148,a839508,Minor documentation fix,2013-04-10T07:54:00,0
2149,68b9138,Fix documentation typos.,2016-10-06 10:46:23,0
2150,42baa3a,Typo fix,2013-01-31T16:41:30,0
2151,b004d14,Typo fix,2012-07-03T19:44:26,0
2152,0a6b707,Typo fix,2008-02-08 22:19:53,0
2153,6e32b94,Typo fix,2008-02-10 21:46:47,0
2154,8b3d941,Fix typo.,1/14/16 14:09,0
2155,c982147,Typo fix,2008-04-25 21:32:05,0
2156,1Dec0194,Typo fix,2012-03-01T22:38:14,0
2157,6b28b18,Typo fix,2011-01-11T17:44:32,0
2158,31e773e,Fix typo.,2016-12-08T22:26:08,0
2159,27d1314,Fix warnings,2012-09-18T20:25:53,0
2160,5e2f969,Fix warnings when !LIBMESH_HAVE_MPI.,11/1/2015 13:09,0
2161,30979a2,fix comment,2013-02-20T08:41:26,0
2162,c4b1dcb,Fix indentation.,2016-05-22 22:16:00,0
2163,7515003,Fix formatting,2016-05-26 09:29:58,0
2164,b9bd43f,distcheck fix,2017-04-26T14:51:53,0
2165,1e53d99,Fix typos,2012-09-20T19:22:39,0
2166,7c0e763,Fix include.,1/13/16 17:24,0
2167,f871834,Fix typo.,2017-02-17T16:01:28,0
2168,8dd9b5e,Fix Freudian slip in comments,2007-04-12 17:21:32,0
2169,22d0fc6,Fix comment,2012-07-25T19:38:42,0
2170,45f6333,Typo fix,2008-06-16 21:34:18,0
2171,a4c0bda,Typo fix,2008-05-01 20:58:21,0
2172,b78d4df,Typo fix,2006-06-05 01:32:39,0
2173,d418ee9,Terminology fix in comment,2016-11-18T11:17:11,0
2174,5120efe,doc fix,2003-09-06T15:31:40,0
2175,9e2ae82,fix for PETSc 3.0,1/8/2016 9:36,0
2176,c042c77,fix for PETSc 2.2.1,2004-10-18 12:17:04,0
2177,ab3966b,fix for PETSc 2.2.0,2005-01-05 18:00:18,0
2178,578e7a7,fix for petsc 3.0.0,2012-04-10T18:50:29,0
2179,e9ba7c2,whitespace fix,2011-06-21T19:19:40,0
2180,ce8e207,Fix a few more unsigned int/size_t mismatches in for loops.,2017-02-18T11:27:35,0
2181,21b7e99,Documentation fix.,2016-02-03T13:49:10,0
2182,e7c3d30,Fix warning about DOT_FONTNAME.,12/13/2015 20:55,0
2183,4a8b24f,Fix warning when !LIBMESH_HAVE_PARMETIS.,11/1/2015 13:05,0
2184,270d674,documentation fix,2003-06-12T15:24:23,0
2185,5792cf9,Documentation fix.,2011-07-22T16:36:16,0
2186,7aa7cf6,System::remove_vector implementation from Jens Lohne Eftang  correct atavistic comments about adding vectors,2012-08-12T13:53:53,0
2187,1c52274,Factored out MPI_Allreduce code into Parallel:: methods,2007-06-15T22:34:34,0
2188,f1a02e1,explicitly disable e.g. Parallel::send() without CommWorld,2013-04-10T11:29:52,0
2189,1f344a8,Heterogenous FEMSystem qoi_derivative constraints,2013-10-09T17:03:01,0
2190,ed63f16,has_topological_neighbor only needs const PBCs,2016-09-02 16:31:54,0
2191,708f194,Checked in Tim Kroger's diagonal_selection()  select_diagonal()  reselect_diagonal()  and reselect_optimal_diagonal() functions.,2007-06-27T20:41:27,0
2192,5e324a8,Making refspace nodes match the basis function definitions for the PYRAMID5.,2013-11-22T21:05:55,0
2193,3ca8701,cast to a long int to match the print statement.  Alternatively  could change %ld to %d?,2007-10-09T13:44:43,0
2194,6e388bf,Add (and use) Parallel:: support for our 3-vectors and 3x3-tensors,2011-05-26T17:47:34,0
2195,cc5baf2,Don't compute constraints next to remote_elem,2016-08-02 17:40:39,0
2196,847bb73,Add more local elem variables  to make gdb use easier,2006-04-17 19:54:48,0
2197,657a732,Make sure MeshBase::is_serial() is always defined before use,2008-05-06 18:42:22,0
2198,e63271d,Use full precision for FEMSystem::print_* debugging  avoid redundant parallel synchronization,2011-10-20T19:27:52,0
2199,83d7f94,Patch from Roman Vetter for (serial) VTK output of parallel data.,2011-02-28T23:23:34,0
2200,d9e0f25,Use uniform spacing in for-loops.,2017-03-17T11:28:14,0
2201,07d1ee1,Use uniform spacing in while-loops.,2017-03-17T11:37:42,0
2202,20d09fb,move current xdr stuff to a legacy format to make room for new parallel mesh io,2007-12-03 17:52:20,0
2203,0a441b2,Allow heterogenous constraints w/ non-primal rhs,2013-10-10T15:57:23,0
2204,5.333e+38,add MeshFreeSolutionTransfer,2013-01-28T13:00:10,0
2205,6337b26,Add heterogenously_constrain_element_vector,2013-10-09T17:01:38,0
2206,b846ebe,Add unit_tests-* to noinst_PROGRAMS,2017-03-09T16:53:55,0
2207,9acb1cc,Add FlaggedPID multipredicate,2016-09-22 09:24:58,0
2208,e18e63f,add MeshFunctionSolutionTransfer,2013-02-01T13:42:54,0
2209,edfa00c,Make set_p_level's treatment of ancestor p levels more reliable  add the unfortunate hack_p_level interface that new projection constraints code needs,2006-04-05 16:21:19,0
2210,4d20673,Reverting test types  again - OpenMPI wasn't happy with second MPT fix: include/libmesh/parallel.h:397:11: error: invalid static_cast from type 'ompi_communicator_t*' to type 'int',2012-10-03T18:52:49,0
2211,84b7d18,Fix refine_by_error_fraction for parallel use  exit with errors when trying to use not-yet-fixed methods on parallel meshes.,2008-04-24 20:32:21,0
2212,aac88bf,Fix warning coming from METIS header file via PETSc.,2016-06-30 14:51:14,0
2213,5882b1c,Parallel verify can be written more tersely now,2012-07-03T22:36:40,0
2214,b2d82f4,Updating reduced_basis to use new FEMContext API's.,2013-06-06T00:58:42,0
2215,ec41aad,Update citations.,2016-10-13 08:21:44,0
2216,f15acd3,Added another has_affine_map optimization,2005-06-29 22:38:22,0
2217,322e61c,Minor changes to the iterator functionality provided by the MeshBase and Elem classes.  Non-standard typedefs were removed as these constructs are avoided in all other parts of the code.  Also the use of std::make_pair() was implemented to clean up the syntax.  In the quadrature rules  several places which were foolishly taking pointers instead of references were changed.  None of these changes affect the user interface.,2003-05-22T17:06:24,0
2218,b101c65,"added #include \""libmesh_common.h\"" for assert",2004-08-02 21:54:22,0
2219,5e385ad,Updating Boost Makefile.am,2013-11-25T23:09:48,0
2220,006906b,when calling NumericVector::build pass in the communicator so the vectors get created properly,2013-04-03T22:08:39,0
2221,8ddf775,std::thread compatibility,2012-11-07T22:35:28,0
2222,14e056c,Changes for complex numbers.,2005-03-07 12:41:41,0
2223,32c0667,Terse complex compatibility  moved assert,2013-02-11T12:29:52,0
2224,f9e156d,AutoPtrs should no longer be used for anything.,2016-01-28T12:56:30,0
2225,8.1e+46,Add Quad9::volume().,2016-01-28T12:54:37,0
2226,10d53f2,Create php documentation directly in the doc dir,2010-12-02T20:04:04,0
2227,c0ee668,Updated svn:ignore,2010-12-02T19:12:05,0
2228,dd7c4e5,Remove PetscMatrix::update_preallocation_and_zero().,2017-02-16T08:41:26,0
2229,8998ce2,Merge pull request #809 from dknez/EIM_refactoring,2016-01-28T08:33:37,0
2230,a53d8cb,create_example_docs should be slightly more robust now,2010-12-02T20:04:39,0
2231,d0abce8,Added examples_doc target,2010-12-02T20:06:05,0
2232,cdb192f,Replace NULL with libmesh_nullptr in examples.,2016-01-25T11:00:12,0
2233,e6abf95,Update Makefile.am files using rebuild_XYZ scripts.,2016-01-24T15:45:53,0
2234,fd5ec66,Add time-dependence detection to CompositeFunction,2016-01-28T11:59:42,0
2235,a94f67d,systems_of_equations_ex8 does not actually use update_preallocation_and_zero().,2017-02-16T08:50:20,0
2236,6fece55,Officially deprecate unofficially deprecated Elem functions.,2017-02-16T09:21:32,0
2237,74d460b,Run bootstrap.,2016-01-24T15:21:35,0
2238,e1e2465,libmesh_assert_valid_dof_ids one System at a time,2017-03-13T14:19:36,0
2239,5c2884b,Merge pull request #1277 from dknez/ExodusII_pyramid_sidesets,2017-03-10T12:37:09,0
2240,081f85c,Add configure tests for cxx11 nullptr.,2016-01-24T15:19:52,0
2241,753a8c5,Unit testing of CompositeFunction time-dependence,2016-01-28T12:09:28,0
2242,bad8782,Skip ex23 in 1D,2010-12-02T18:55:09,0
2243,c1fe7cc,Added --enable-1D-only configure option,2010-12-02T19:02:35,0
2244,aa4da80,Include libmesh_nullptr.h in libmesh_common.h,2016-01-28T09:24:39,0
2245,c35b541,Add Tri6::volume().,2016-01-26T15:24:31,0
2246,855bbb7,ConstFunctions are never time-dependent,2016-01-28T11:54:02,0
2247,90e1a5b,Add notion of time-dependence to FunctionBase,2016-01-28T11:52:03,0
2248,eef18ca,We were storing coarse vectors (including the adjoint) before solving  now solving before saving.,2016-01-26T18:31:35,0
2249,68a9091,forgot the .C-file too,2003-04-09 16:22:00,0
2250,520e6b6,Replace NULL with libmesh_nullptr in library.,2016-01-28T09:25:45,0
2251,b1dc6dc,Merge pull request #807 from dknez/PR_773_memory_leak_fix,2016-01-26T22:33:57,0
2252,8f8a2fa,Write case file with iostreams.,2016-01-26T09:44:26,0
2253,db93b17,Allow differing SLEPc/PETSc version numbers - that seems to be the default on Ubuntu right now!,2010-12-02T02:55:43,0
2254,9930194.0,Update traffic.,2017-03-12T15:47:47,0
2255,dee3c44,Skip neighbors and neighbor offspring which are not in the range.,2017-03-13T08:44:22,0
