,hash,message,time,buggy
959,98e2ee9,All test should pass now. Note tphysel has replaced tsmear for tkinfunc /=0 .,2017-09-26T14:30:38,0
960,f734dce,Quick parallelization over q-points,2016-11-13T20:23:26,0
961,223c72a,Add doc/index.md --> guide/new_user,2018-03-07T10:38:10,0
962,1019b07,Adjust tolerance for tutorial positron#4,2017-11-06T20:52:11,0
963,fdb3eae,Provides also reference output files for the tuto* tests inside the infos_html tar.gz,2017-07-15T05:28:23,0
964,b0e6079,Pass crystal_t to prepare new version,2016-09-11T13:22:24,0
965,f5cf436,Just to test the interpolators with the test farm,2016-11-29T11:28:43,0
966,71e2dba,test: partial dos for q along a path in qspace,2017-09-25T13:21:34,0
967,674bbd9,Pass ebands and crystal to ebands_prtblztrp,2016-09-26T15:36:42,0
968,616e777,Remove check on the presence of type input var,2018-05-04T20:34:17,0
969,e1174ce,Implemented Frolich interaction corrections to treat the long-ranged part of the phonon coupling potential.,2017-06-08T23:28:48,0
970,3277cae,Do not mention the frequency of occurrence in case of internal_only variable.,2017-09-26T08:35:05,0
971,659a4fb,improve error message for failing to find full k grid,2017-02-03T15:31:45,0
972,d99b7c2,"Remove references to ""sec3"" for input variables and to ""sec4"" for input files",2017-07-04T09:05:58,0
973,e8ffdec,Updated error message for vdw_xc < 3.,2018-04-12T10:43:34,0
974,213c61b,Small script  will be used as template to modify a bunch of files,2017-07-27T21:08:20,0
975,a45a073,Multibinit:add generator for 2 3 and 4th order coefficients,2017-03-28T08:51:49,0
976,e81fd7c,Symmetrize potentials if symv1 even when all 3natom perts are available on file,2016-11-12T16:08:12,0
977,d8a456b,Straightened the content of specials yml file.,2017-07-04T13:37:49,0
978,7cba348,Minor improvements  import some information present in the feature file.,2017-08-10T16:12:03,0
979,6f4eff4,Remove stale file,2018-05-02T00:11:38,0
980,001b44f,graphene seems very sensitive for tutorial positron test - normally I did not touch anything which could have triggered this bb error,2017-10-17T15:22:44,0
981,a6ae9c0,Merge with trunk: still an error in nonlinear routine (maybe problem with xc term),2018-01-29T17:15:06,0
982,2e2b1af,Upgrade tolerances. Also step back from nprocs=2 for v8#56. Problem likely present in Jonathan's coding. To be clarified and fixed.,2018-05-03T10:56:27,0
983,94e0c4a,Remove known_problems dir,2018-03-02T20:28:07,0
984,a79f27f,Make test farm happy (?),2016-10-31T17:13:50,0
985,bc13780,mean square displacement matrix and msqd(T) are calculated and output by anaddb,2016-12-07T10:02:21,0
986,349f81f,tetrahedron: new API to compute weights for a single k-point,2016-11-25T20:43:58,0
987,486637d,Substitute lesson by tutorial in topics,2018-06-17T05:51:28,0
988,14c75f9,Move setup_bse to new m_bse module,2018-04-04T16:26:06,0
989,aba06b3,Split too long lines,2018-05-01T11:22:48,0
990,95c98ba,Introduce new input variable chkdilatmx.,2017-10-03T10:03:26,0
991,f327fa6,Comment out output of k-points in invars2. get_kpt_fullbz is not able to handle kptrlatt with shifts. Add v8[3] test,2016-12-17T12:34:23,0
992,adeaa33,chern_number fully working  needs beautification and test,2018-02-04T10:48:47,0
993,0eb5549,Beautification job 2018,2018-06-04T16:07:03,0
994,dcba2b6,Minor improvements of doc,2018-04-21T06:14:01,0
995,f5c3390,Minor improvements of doc,2018-04-29T21:45:41,0
996,5bfe812,Improve capture of errors in yml files.,2017-07-26T12:47:10,0
997,ed7e44f,Improve the topics PseudosPAW and AtomTypes.,2017-08-10T11:51:51,0
998,e1f12dd,Compute on-site contribitions E3xc1 in dfptnl_pert,2016-12-21T15:44:00,0
999,7f3dfd0,Update input libxc#44 to HSE06. However  the PW and KS do not agree at the level of HSE06. Still a bug.,2017-11-25T22:12:57,0
1000,806a54e,Set aside the old html files.,2017-07-18T15:51:26,0
1001,28ae716,initial try at chern number calculation  PAW on-site part only,2018-01-19T15:32:50,0
1002,16d145d,Pass ncid to ifc_speedofsound,2017-01-02T20:00:44,0
1003,94b2ac7,Better treatment of nbdbuf in dfpt_cgwf for PAW,2016-08-30T17:40:51,0
1004,239c30b,Intermediate commit. Working on m_frohlichmodel.F90 .,2018-06-11T05:55:09,0
1005,fae2644,Issued python abinit_vars.py . Modified  html_automatically_generated/vareph.html  html_automatically_generated/vargs.html,2016-08-17T06:33:55,0
1006,851f266,Internal renaming,2017-07-19T14:18:36,0
1007,ebe3838,Format modif to please the compiler,2017-09-27T13:50:23,0
1008,36bb379,trial beautification of berryphase new subroutine,2017-10-19T15:08:02,0
1009,ddbf1ac,The new Abivars.jar works (so OK for Topics)  in agreement with the minimal abinit_vars.yml,2017-06-26T21:46:19,0
1010,f4c5aa3,New optic.nc format.,2017-10-26T14:55:00,0
1011,cab4dfd,"Suppress duplicate sentence in abinit_vars.yml. Also prepare reading of ""topics"" field.",2017-06-19T20:41:05,0
1012,4a51b2c,Added error message when nddb > number of ddb files input by user.,2017-05-18T10:45:22,0
1013,4619ed4,Add a new line in output of dfptnl_pert,2017-05-18T11:38:01,0
1014,1ca98cb,Echo kpthf only when there is some non-zero usefock,2017-10-19T16:02:40,0
1015,8452954.0,reset reference point for 10 percent limit in DOS/omega^2,2016-12-01T15:13:55,0
1016,38d33c8,modified to satisfy the libxc and wannier90 tests,2016-11-17T14:48:12,0
1017,7c78e17,Enable QPS read in DOS calculation,2016-08-31T14:59:04,0
1018,475c945,improve TDEP output of ifc  and start transport stuff in eph,2017-03-07T16:27:41,0
1019,eb14f49,Pass band_block to ebands_interpolate_kpath,2017-01-28T09:58:11,0
1020,9f2f478,added error checking for allocs  and enabled finite doping calculation in eph routines,2017-11-15T12:09:04,0
1021,e10cc22,test for transverse B-field response,2018-01-12T21:08:05,0
1022,67ccc6d,libxc/t43.in added to test the gwfockmix variable,2016-12-26T13:14:55,0
1023,e9843ec,Work on reenabling tests of all variables,2017-07-18T18:04:36,0
1024,96ab5d9,Add several tests in chkinp for incompatible options,2017-08-23T18:15:31,0
1025,f7b5b25,6 libxc tests: suppress functionals that do not exist anymore in libxc 3,2017-08-29T14:52:54,0
1026,41fe4d1,Allowed for free-form link flags statements in configure options,2018-03-19T17:47:53,0
1027,0411b54,Merge with trunk completed. Correction in pawxc.,2018-04-18T17:22:23,0
1028,5483b20,Split PAW tests of NONLINEAR into two parts,2018-05-18T11:30:13,0
1029,5eb9b13,reactivation of abirules tests ( 3 4 6 7 ) + 20,2017-11-07T16:52:03,0
1030,142738b,Activate tests in dfptnl_pert for prtvol=-21,2017-02-01T10:49:36,0
1031,0f2f5e0,on for the farm testillez saisir le message de validation pour vos modifications. Les lignes,2017-03-02T14:29:24,0
1032,269de61,Modify tests libxc #41-43  to read ixc_adv. Also references are modified. Tests execute correctly.,2017-11-06T06:10:43,0
1033,63679a3,Clean the set up and doc of B3LYP functional,2017-11-02T09:47:52,0
1034,b3368ca,Add test libxc#51 . Also correct typos and upload v7#78 and 79 replacing 68 and 69,2017-04-28T14:33:41,0
1035,1de62c5,Regenerated files,2017-07-20T11:14:26,0
1036,e6ff205,Regenerated files,2017-07-20T10:52:35,0
1037,591339c,Add E_Hxc21_nhat in dfptnl_pert  autoparal is not allowed (temporarely) for nonlinear computations  remove the symmetry between pert1 and pert3 in nonlinear (temporarely),2017-02-14T14:51:52,0
1038,dfb9160,Generates the list of topics automatically using the new implementation.,2017-07-04T05:39:56,0
1039,2630dae,corrected references and added ashcroft + mermin. NB: bassani is not used anywhere I think,2018-06-12T10:35:43,0
1040,45f142f,"New nonlinear routine passes all ""nlo"" tests",2016-09-12T10:08:08,0
1041,7fc3a77,Revert change made to test since there were not activated before,2018-06-21T15:02:21,0
1042,1a93fa6,RMM-DIIS is working  in the NC case. Test v7#72 OK (portability still to be established  though).,2018-01-08T15:53:41,0
1043,9841c3e,unused vars test reference updated,2018-01-12T11:36:55,0
1044,80f847d,"Revert ""[buildsys] Upgraded CPP options in test inputs""",2016-08-23T18:38:01,0
1045,eafe175,Do not use : crash pawxc_dfpt,2018-04-12T18:04:21,0
1046,d431ecd,Use m_xc_non_coll in m_pawxc,2017-11-14T17:38:37,0
1047,e7e0401,use enable_netcdf_default for NAG 6.2,2017-12-14T17:03:51,0
1048,ce8f9eb,Use m_geometry,2018-04-03T17:42:44,0
1049,022957c,* check libxc 2.2.3,2016-12-13T14:37:17,0
1050,ee10c24,Define get_auxc_ixc  and use it throughout.,2017-10-12T14:46:59,0
1051,92c5f69,Define tolerances for test libxc#72,2017-10-25T20:45:27,0
1052,ac7f76a,2 libxc tests: suppress functionals that do not exist anymore in libxc 3,2017-08-29T14:10:15,0
1053,a324980,Increase nstep to 150 in paral[72],2018-05-10T21:40:39,0
1054,59c4079,The echo of internal input variables in the automatically_generated topics files missed the % sign.,2017-06-23T06:13:52,0
1055,327ca97,Change the name of varsets in abinit_vars.yml and Abivars.jar.,2017-08-05T07:17:04,0
1056,497de6a,Set the output variable etotal to zero in nonlinear,2016-11-28T12:45:29,0
1057,789f24d,Define files for new test v7#71. Also  tutorial#nuc_1 had never been activated for automatic tests ...,2017-12-25T09:45:36,0
1058,3452bc7,Added the input variable ddb_shiftq.,2016-09-21T15:26:34,0
1059,eb78a36,added orbmag as an input variable,2017-12-08T14:38:35,0
1060,442daa5,small typos,2016-12-17T09:23:24,0
1061,61be066,Now compile  and tests execute correctly. Use of auxc_ixc is rationalized  including default value. Fix typo in the doc for auxc_ixc.,2017-10-13T11:07:09,0
1062,76b2730,Toward PAW+DFPT+NC,2018-04-17T17:16:28,0
1063,e42d154,symsigma in EPH  gspline_t for gaussian DOS  add tmesh variable,2017-01-31T19:39:48,0
1064,27d7847,Update link,2017-07-28T09:56:40,0
1065,f690e6f,Replace http by https for link to kieron publi,2017-03-08T08:18:27,0
1066,d9c0182,mv tests_dirs.yml -> yml_templates/tests_dirs.yml,2017-07-04T10:29:17,0
1067,fd45e4f,Use acknowledgments.md instead of yml version,2018-03-03T12:34:43,0
1068,97a4c1a,beautification of tuto DFPT (RF) 1 and 2  bug in trying to add Petretto2018 reference in abiref.bib  it does not appear in the final http://127.0.0.1:8000/theory/bibliography/ page,2018-06-08T09:28:16,0
1069,a10ce32,Again update tolerances for fluctuating results with paral_kgb on ubu_intel_13.1_openmpi   also fix URL,2017-06-06T17:40:22,0
1070,c9feb9a,Small modifs in abinit_vars.yml  and update of vardev and varrlx.,2017-02-22T22:27:51,0
1071,e0143e2,Use ref from abiref,2016-12-17T12:45:09,0
1072,bf590f8,modified acknowledgments.html,2016-08-13T14:43:06,0
1073,256e1b6,spelling error fixed,2017-11-01T16:53:14,0
1074,9f6ba94,Other ref corrections,2018-05-04T15:28:01,0
1075,913c5ed,Activate automatic creation of links to bibliography.html file.,2017-07-11T13:17:46,0
1076,6741e6e,Fixed erroneous characters in reference output,2018-04-04T08:33:20,0
1077,3603c00,HTML docs generated.,2016-12-24T02:39:16,0
1078,ea4dd0c,Add link to asciinema video,2016-06-22T22:04:09,0
1079,1726976.0,Add link to MDF notebook,2018-06-10T14:09:02,0
1080,934d7b3,The automatic generation of the file topic_DFT+U.html file seem to work.,2017-07-03T18:12:54,0
1081,555272e,Remove html topics  keep yml because I still need them,2018-03-02T19:20:47,0
1082,0c65cd0,non-coll q-dependent magnetic field works for n^1 and mz^1  problems with mx^1 and my^1  to test Kramer's degeneracy breaking,2017-12-02T20:54:52,0
1083,6347d11,More replacements of lesson by tutorial,2018-06-16T08:41:30,0
1084,d4164f4,Remove begin at cpu lines from anaddb ref files,2017-01-04T20:58:49,0
1085,2990b83,Minor modif for Boltztrap link. Modified:   abinit_vars.yml,2016-09-13T08:11:06,0
1086,2e53f4f,Update tolerances for tutorial gw1_1,2018-06-13T06:16:42,0
1087,0d27bbe,Update the Web bibliography and bibtex info. Modified:   bibliography.html  bibtex-refs.html,2016-08-13T14:25:10,0
1088,e5c9a48,Change the default link to the lesson_*html files.,2017-07-15T21:21:03,0
1089,efcdc95,set new ref,2018-06-18T15:42:51,0
1090,6579eec,Update ref for libxc#72 due to modif of the input file,2017-10-31T22:14:29,0
1091,74a1b96,Update of ref for tdepes_4 (was obtained on my Mac initially).,2018-03-18T18:21:24,0
1092,cb6b604,Update vargs.html,2017-05-06T08:47:52,0
1093,58abc87,Fix typos. Now compile. v8_t55&56 OK.,2018-05-21T09:31:40,0
1094,df52368,fix typos from merge,2018-03-21T10:32:51,0
1095,ede88c4,Update reference files going from cronos_gcc46_paral to cronos_gnu_5.3.-paral modified:   tdfpt_03_MPI24.out modified:   tdfpt_04_MPI24.out,2016-07-02T22:30:48,0
1096,4b911f8,Authorize PAW computations in nonlinear,2016-12-04T17:51:20,0
1097,8b0799c,Fix subtitle printing.,2017-07-15T11:14:49,0
1098,2a4bd13,Upgrade refs for chkdilatmx  also fix typo,2018-05-14T17:54:40,0
1099,4897000000000.0,Activate support for libXC 3.0 (libXC 2.2 still usuable),2017-08-29T15:06:09,0
1100,b2f6475,outvar bug,2018-06-04T11:27:51,0
1101,4cd74bd,Add test section in input files   correct issue: pos. and elec. densities were inverted,2017-08-11T15:22:57,0
1102,fd14749,Lesson base1,2017-08-06T06:35:13,0
1103,d3af46a,Better implementation of pawxcm within PAW+NC,2017-11-15T16:37:38,0
1104,a2f464f,Correct typos in tutorial cRPA,2016-12-16T17:28:31,0
1105,c0d6860,revert to correct spinat  increase tolnline  and stop convergence to avoid fluctuations between machines,2018-02-23T10:23:03,0
1106,7e6fc8f,Big upgrade of the generated files.,2017-07-04T10:56:44,0
1107,2ed2732,Generates automatically the list of generated files.,2017-07-18T15:46:48,0
1108,6b90939,Correct typo in v8/t101.in,2018-04-29T15:57:01,0
1109,b57742f,Correct typos  and improve writtings on cRPA tutorial.,2017-01-03T14:16:31,0
1110,269c2fe,"Define ""misc"" bibtex entrey   correct ""masterthesis"" to ""mastersthesis""    fix several typos.",2017-07-26T09:54:37,0
1111,0281cd1,Apply generate_doc.py : the links to variables @anaddb seem correct ...,2017-07-29T12:03:13,0
1112,baee06f,Fix typos,2018-05-16T21:17:16,0
1113,fc78bcf,add topics DFPT  GWls and El-ph,2017-07-25T18:05:59,0
1114,606903a,Started coding phonon self-energy.,2016-10-06T13:44:24,0
1115,11acd4b,add writeXML for coefficients from polynomial,2016-11-29T15:51:34,0
1116,dbb31a4,Update the reference file,2018-01-14T19:21:03,0
1117,691db02,Finalize 8.1.7 . Modified:   KNOWN_PROBLEMS,2016-12-20T07:16:46,0
1118,9197d9d,Update topic_positron  complete lesson_welcome for positron lesson.,2017-08-16T06:50:33,0
1119,fa96642,Tests cRPA for tuto cRPA: typos,2017-01-05T17:45:16,0
1120,55441b1,Mv ionion_ routines inside m_setvtr,2018-05-08T22:18:31,0
1121,7db4a7e,Yet another bug in DOS if kptopt 4 (get_full_kgrid assumes TR),2016-11-21T00:35:04,1
1122,cef325c,Create all the other lesson_*.html files (also *.yml). Also correct many special characters !,2017-07-15T19:24:47,0
1123,484acdf,Try to workaround bug in ieig2rf (ebands_init),2016-12-12T22:57:55,1
1124,476e794,Backport to v8.4.1 the fix for intel17 from Bernard Amadon (merge request 157),2017-06-01T05:18:06,0
1125,2a5d42f,Made use of ddb_hdr more carefully in rdddb9 to find bug.,2017-07-13T18:03:47,0
1126,6ff1360,Trying to figure out a bug...,2017-06-11T12:46:32,1
1127,acd2c63,Update link,2017-05-21T15:45:24,0
1128,fbe89bb,Implementation of the G0W0 @ scHybrid(planewave) completed. To be debugged.,2017-11-17T09:21:13,0
1129,945d792,Mv cg code to m_prcred and dummy_functions to incs,2018-04-30T01:37:12,0
1130,21649c2,Merge amartin/Multibinit into _amartin,2017-12-14T17:23:30,0
1131,74a173c,Merge remote-tracking branch mverstra/quickfixes/ece3 into _mverstra,2016-09-09T11:02:16,0
1132,6e4d1bb,Merge branch 'abilint2' into abilint,2018-04-30T00:41:52,0
1133,4cea31a,Merge remote-tracking branch beuken/ibm8/15a0 into _beuken,2016-09-09T22:17:55,0
1134,355d122,Import the switch from tribe to relevance for abi_check.py from the abirules branch (where it should not have been made ...),2017-12-14T17:26:02,0
1135,67b338f,Classify_bands --> m_classify_bands,2018-04-27T18:10:05,0
1136,06db88c,first layer of cplex=2 generalization for m_xc_noncoll.F90,2017-11-17T11:58:41,0
1137,b0f3738,nag not happy,2018-04-30T23:04:32,0
1138,343840000.0,Tune output,2018-05-01T06:45:15,0
1139,3387400000.0,vtorho cleanup,2018-04-30T00:28:16,0
1140,cf1610f,Merge branch 'develop' into _amartin,2017-12-14T17:24:14,0
1141,9d99c94,Merge branch 'hotfix-8.6' into _hotfix,2017-12-18T15:07:43,0
1142,dd82f4e,Yet another roboidiot marker,2018-04-30T01:02:44,0
1143,7e2bbff,Mv invcb to m_numeric_tools,2018-04-30T14:50:14,0
1144,0ed8e46,Refactoring frskerker code,2018-04-30T02:04:43,0
1145,7dc2ddb,Initialize v8.8.3,2018-05-19T15:10:52,0
1146,c8502bb,add symetries for the strain in the coefficients generator,2017-11-10T13:34:10,0
1147,84437c7,Merge remote-tracking branch 'trunk/develop' into develop,2017-11-08T09:41:09,0
1148,9492c3c,Modularize dfpt_cgwf,2018-05-13T19:50:47,0
1149,11bfc70,rectify API,2018-04-30T12:30:11,0
1150,46fe2a8,Mv WffReadSkipK to m_rwwf,2018-04-30T12:32:33,0
1151,1b2841f,update branch,2017-11-08T09:40:04,0
1152,5c98624,Mv full_active_wf1 inside dfpt_vtowfk,2018-04-30T13:01:00,0
1153,362ae4e,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018-04-27T17:53:55,0
1154,9a5f666,Apply make parents,2016-09-13T06:50:31,0
1155,dd8dc80,update ref,2017-10-31T12:13:20,0
1156,653e574,update test multibinit,2017-10-31T09:48:49,0
1157,cd29bbe,Merge sprokh/dfpt_noncoll/15d3 into _sprokh,2017-12-15T06:08:58,0
1158,e5f3a77,Initialize v8.6.0,2017-09-23T11:26:17,0
1159,00892bf,conflicts resolved  compilation OK  added cplex argument to all rotation routines,2017-11-16T18:09:27,0
1160,ef00a89,Merge remote-tracking branch 'remotes/trunk/develop' into develop,2017-12-15T22:22:24,0
1161,7e6dfa8,revert v5/16,2018-04-30T13:52:38,0
1162,4.377e+75,Initialise v8.1.5 development,2016-09-13T10:37:06,0
1163,6579ad4,Mv irreducible_set_pert to m_geometry,2018-04-27T17:53:52,0
1164,6da90bb,Merge branch 'release-8.8' into efmas,2018-04-30T14:16:20,0
1165,56454c2,Apply make abiauty,2016-09-13T06:57:46,0
1166,1b72ef2,Mv matpointsym to m_symtk,2018-04-30T14:17:36,0
1167,8947a2f,Mv xfh_recover_deloc to pred_delocint,2018-04-30T17:57:55,0
1168,9871407.0,abilint,2018-04-30T16:33:31,0
1169,616cee6,Mv predict_copy inside predictimg,2018-04-30T14:42:18,0
1170,ea90f28,Group delocint coords procedures in pred_delocint,2018-04-30T15:17:22,0
1171,47143c2,Create m_xfpack,2018-05-09T23:58:08,0
1172,ac0dce0,Typo,2018-04-30T11:55:03,0
1173,734c259,Modularize vdw_dftd3_data,2018-04-30T18:16:48,0
1174,ff640c7,non-collinear phonons at q!=0  partially tested,2017-11-10T14:50:03,0
1175,bd61ee3,Finalize files before closing v8.1.4 development. Modified:   KNOWN_PROBLEMS src/51_manage_mpi/herald.F90,2016-09-13T06:33:40,0
1176,1a86abd,before merging with the branch of Marc,2017-11-16T17:21:30,0
1177,147431f,Make code abilint90-compliant,2018-04-30T02:19:40,0
1178,5992639.0,Mv initmv to m_nonlinear,2018-05-12T15:04:25,0
1179,32fbb8f,Average effective mass for Frohlich model seems to work. Should update references.,2018-04-30T22:19:48,0
1180,b27700f,Create m_buitin_tests and m_timana,2018-04-30T20:39:28,0
1181,4e5d96c,Change 61_ionetcdf to 59_ionetcdf,2016-09-10T16:50:25,0
1182,67e5305,abilint,2018-04-30T20:27:44,0
1183,3ad90e2,Merge branch 'ace_4' into g0w0_at_hyb,2017-11-16T15:21:03,0
1184,e016a09,Merge gmatteo/betterbib/f0ea into release-8.8,2018-04-30T06:25:38,0
1185,04a46a5,Second phase for test libxc#44 : G0W0 on top of scHSE06 in the KS basis.,2017-11-16T14:34:56,0
1186,6a7e154,A first version of libxc#44 : restricted to HSE06 at present.,2017-11-16T14:08:20,0
1187,0da5198,Group xfpack and xfh routines,2018-05-09T23:42:54,0
1188,cda4f26,Update references for tests abirules#3&4 in case of paral executable,2017-12-14T21:08:24,0
1189,895654d,Define new test libxc#44. Still to be really setup,2017-11-16T12:53:43,0
1190,0ac1e0e,Create new module m_dfpt_mkrho,2018-05-13T16:12:34,0
1191,e41c62e,Update information concerning Jonathan Laflamme paper,2018-04-30T09:22:23,0
1192,f17dd8b,Create m_pred_delocint,2018-05-10T01:59:36,0
1193,f90bd45,Merge branch 'release-8.8' of gitlab:trunk/abinit into release-8.8,2018-04-30T09:22:56,0
1194,c187c99,Mv xfh_update inside m_xfpack,2018-05-10T01:11:49,0
1195,a54977b,add the compare function for the coefficient,2017-11-15T16:36:20,0
1196,f600f6f,Mv dfpt_accrho inside m_dfpt_mkrho,2018-05-13T16:16:08,0
1197,15d8d71,Create m_dtfil module with dtfil_init_img  dtfil_init_time and mkfilename,2018-04-30T20:08:24,0
1198,f5b11cd,comments for future fixing of the rotational non collinear symmetries,2018-04-30T10:48:59,0
1199,89a390f,revert symfind to get the rest through the tests and merge request,2018-04-30T10:58:23,0
1200,761bece,add strain variable for the polynome (anharmonic part of the eff pot),2017-11-15T16:26:07,0
1201,f0ea0a7,Add pages to bibtex entries with my hacked version of betterbib,2018-04-30T00:12:02,0
1202,d2e18e4,Modularize initylmg,2018-05-10T14:31:20,0
1203,934da87,Modify doc,2018-04-29T22:36:12,0
1204,8b2240a,updated nuclear magnetic dipole code and test,2017-12-04T09:35:14,0
1205,f0fb453,debug the fit process (remove the minus) and update test,2017-11-30T13:34:01,0
1206,ccb6f65,nuclear dipole moment Hamiltonian in k space  computed in mknucdipmom_k and added to gs_hamk. Applied in getghc.F90,2017-12-01T16:55:45,0
1207,b6183f3,Convert sigma and wfk_analyze into modules,2018-04-27T19:09:20,0
1208,42a929b,multibinit: add tolerance to the fit process and update ref,2017-12-01T16:57:18,0
1209,1673d7b,Create modules for psp6  psp8  psp9  upf1,2018-04-28T13:48:49,0
1210,a15bd3a,Mv ddkten inside nonlop_pl,2018-05-10T15:25:52,0
1211,95f91bb,Merge branch 'develop' of gitlab:trunk/abinit into develop,2017-12-04T12:06:44,0
1212,a202490,Collect pspcod 2-3-10 routines in m_psp_hgh,2018-04-28T14:31:21,0
1213,bdbbcc7,added input variable documentation,2017-12-04T14:00:02,0
1214,456a587,Create m_psp1 module for pspcod 1  4,2018-04-28T13:01:59,0
1215,b66266d,add cutoff with the size of the supercell in the fit,2017-12-04T17:29:07,0
1216,633f074,Merge remote-tracking branch 'trunk/develop' into dfpt_noncoll,2017-12-04T19:00:37,0
1217,b7c4b12,NC diagonal response Fe tests 66-68 added,2017-12-04T20:11:04,0
1218,bef884e,Merge gmatteo/release_notes/edd4 into release-8.8,2018-04-28T06:59:17,0
1219,5510cda,Merge remote-tracking branch 'amartin/Multibinit' into develop,2017-12-13T14:52:04,0
1220,fcf5a24,adjust the number of body in the bound process,2017-11-29T10:59:35,0
1221,949abd7,Add tests for DEN interpolation if SCF,2017-12-06T15:42:10,0
1222,15d30e1,debug writeout removed  kramers_deg=true,2017-12-13T17:35:51,0
1223,464151f,Complete the documentation,2017-11-27T07:24:13,0
1224,f2ce6d7,Mv dftp_dyout inside m_respfn_driver,2018-05-12T21:34:21,0
1225,1e5512f,(Re)generate documentation,2017-11-27T07:26:44,0
1226,d85b61f,Mv dfpt_prtene to m_dfpt_looppert,2018-05-12T21:20:02,0
1227,c699dac,Update refs for v8 tests with psp8 (yes  modules --> different optimization),2018-04-28T15:50:30,0
1228,fb089ac,Mv prtocc inside outvar_o_z,2018-04-27T19:01:24,0
1229,7d13571,Create m_psptk with low-level procedures used by other modules,2018-04-28T15:24:56,0
1230,aca7428,Create m_alloc_hamilt_gpu module,2018-05-12T19:44:17,0
1231,6b7cab1,Modularize mkffnl,2018-05-10T15:10:50,0
1232,96874d0,Merge branch 'abilint2' of gitlab.abinit.org:gmatteo/abinit into abilint2,2018-05-12T20:54:35,0
1233,1d95099,Update ref,2017-11-27T10:14:44,0
1234,be5f4e3,multibinit set mpi for the coefficient generator and clean code,2017-11-27T14:52:52,0
1235,975dc10,abilint,2018-05-12T20:54:15,0
1236,48e4fbb,bugfix in rotation_method=1  magnetization initialization for rfmagn  xyz output in printmagvtk,2017-11-28T15:15:59,1
1237,8e26c79,Interpolate DEN if iscf > 0 and in_ngfft /= file_ngfft,2017-12-06T13:40:07,0
1238,0d78e41,Version for buildbot,2018-04-28T01:16:21,0
1239,4657469.0,Mv dfpt_etot inside m_dfpt_scfsv,2018-05-13T15:51:43,0
1240,3e744d1,add test v8/t31,2017-12-11T10:03:45,0
1241,3a9fec5,add new routine for the bound process and debug mpi_scatter call in polynomial_Coeff,2017-12-13T09:49:56,0
1242,96d45bf,abilint,2018-04-27T20:27:24,0
1243,49c99d7,Mv spatialchempot inside setvtr,2018-04-27T19:55:58,0
1244,00b681d,add test v8/t32.in for LDA-1/2 calculation.,2017-12-08T16:05:46,0
1245,bd94212,update builder abiref_nag_6.2_openmpi,2017-12-08T16:14:10,0
1246,cae79c6,Merge branch '_jzwanzig' into develop,2017-12-10T15:53:37,0
1247,1f2b8a6,Mv hartre to m_spacepar,2018-04-27T20:12:45,0
1248,f1545d3,Merge gmatteo/scf_read_rhor into develop,2017-12-08T14:45:44,0
1249,a9960e1,Merge remote-tracking branch 'trunk/develop' into dfpt_noncoll,2017-12-11T22:57:30,0
1250,9291045.0,"Replace ""tribe"" by ""relevance"".",2017-12-11T14:00:50,0
1251,6.77e+76,removed new tests  small change in mkvxc_noncoll,2017-12-11T20:23:41,0
1252,98ee63c,Merge remote-tracking branch 'trunk/develop' into develop,2017-12-11T14:40:53,0
1253,fae3548,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018-04-27T19:56:01,0
1254,354f611,Modularize atm2fft,2018-05-11T00:50:14,0
1255,ed1f272,Make roboidiot happy,2018-04-27T20:32:32,0
1256,10dfd90,several first layers of +q/-q generalization,2017-12-08T13:03:40,0
1257,62ae47c,Merge remote-tracking branch 'remotes/pike/develop' into _pike,2018-04-27T19:27:23,0
1258,5cabc76,Merge branch 'abilint' of gitlab.abinit.org:gmatteo/abinit into abilint,2018-04-27T23:54:28,0
1259,a0074d9,Mv calc_wf_qp inside mlwfovlp_qp,2018-04-28T00:25:54,0
1260,c35ea3d,Merge remote-tracking branch 'trunk/develop' into develop,2017-12-06T18:16:26,0
1261,94c689b,Modularize getgh1c,2018-05-10T17:17:02,0
1262,b7d2566,Mv pawuj_drive inside gstate,2018-04-27T19:29:57,0
1263,4f48335,Try to deactivate pw_unbal_thresh6,2017-12-06T20:52:47,0
1264,5f06c6a,Read WFK from DT1,2017-12-06T21:56:23,0
1265,c17801c,Mv paw_qpscgw to m_sigma_driver,2018-04-27T23:53:57,0
1266,31dcf81,Remove m_shirley,2018-04-27T23:05:51,0
1267,696e4c1,Mv dfpt_sydy and dfpt_sygra to m_dynmat,2018-05-12T18:25:46,0
1268,ab3b3f5,Update refs,2017-12-07T11:48:13,0
1269,5d8cd3f,Rm wfd_vnlpsi,2018-04-27T23:23:05,0
1270,3b575a8,Merge branch 'develop' of gitlab:trunk/abinit into develop,2017-12-07T13:02:57,0
1271,966038e,Merge jzwanzig/develop into _jzwanzig,2017-12-08T10:38:47,0
1272,cd11819,convert nucdipmom_k to complex type and explicit BLAS call for speed,2017-12-08T12:59:18,0
1273,9ca967d,Update psml[6] ref,2018-04-28T17:16:48,0
1274,b6c5dcb,roboidiot,2018-04-27T18:46:05,0
1275,2ff0eca,More docs + cosmetic changes,2018-04-28T17:56:57,0
